# transcript_id	gene_id	transcript_biotype	number_of_samples_in_which_the_gene_is_expressed
ENST00000478311 ENSG00000115211 retained_intron 15
ENST00000478738 ENSG00000134326 processed_transcript 4
ENST00000478882 ENSG00000117399 processed_transcript 1
ENST00000478981 ENSG00000140299 processed_transcript 16
ENST00000479035 ENSG00000125691 protein_coding 16
ENST00000479050 ENSG00000178537 retained_intron 16
ENST00000479126 ENSG00000232112 retained_intron 7
ENST00000479142 ENSG00000187239 processed_transcript 16
ENST00000479153 ENSG00000184900 processed_transcript 10
ENST00000479300 ENSG00000165280 retained_intron 16
ENST00000479337 ENSG00000119147 retained_intron 8
ENST00000479361 ENSG00000187642 processed_transcript 3
ENST00000479453 ENSG00000173557 retained_intron 2
ENST00000479589 ENSG00000117691 processed_transcript 15
ENST00000479602 ENSG00000136271 processed_transcript 16
ENST00000479613 ENSG00000171130 protein_coding 6
ENST00000479853 ENSG00000196636 processed_transcript 15
ENST00000480008 ENSG00000130024 retained_intron 16
ENST00000480945 ENSG00000197312 protein_coding 16
ENST00000480991 ENSG00000189339 processed_transcript 11
ENST00000481131 ENSG00000169062 processed_transcript 13
ENST00000481195 ENSG00000113575 protein_coding 16
ENST00000481247 ENSG00000183826 protein_coding 16
ENST00000481338 ENSG00000203485 protein_coding 16
ENST00000481579 ENSG00000077254 protein_coding 16
ENST00000482151 ENSG00000168280 retained_intron 14
ENST00000482259 ENSG00000101188 processed_transcript 2
ENST00000482655 ENSG00000122034 retained_intron 16
ENST00000483107 ENSG00000183773 processed_transcript 1
ENST00000483552 ENSG00000137168 processed_transcript 14
ENST00000483649 ENSG00000204147 processed_transcript 1
ENST00000483722 ENSG00000112195 protein_coding 5
ENST00000484276 ENSG00000198670 processed_transcript 1
ENST00000484282 ENSG00000083097 processed_transcript 16
ENST00000484746 ENSG00000058668 nonsense_mediated_decay 16
ENST00000484809 ENSG00000089006 processed_transcript 16
ENST00000484866 ENSG00000121864 protein_coding 16
ENST00000485134 ENSG00000163564 processed_transcript 5
ENST00000485438 ENSG00000143641 processed_transcript 9
ENST00000485488 ENSG00000166979 processed_transcript 8
ENST00000485803 ENSG00000183386 processed_transcript 6
ENST00000486276 ENSG00000136147 retained_intron 15
ENST00000486685 ENSG00000158457 retained_intron 12
ENST00000486910 ENSG00000090054 processed_transcript 16
ENST00000487035 ENSG00000213390 processed_transcript 7
ENST00000487143 ENSG00000198648 processed_transcript 9
ENST00000487146 ENSG00000162775 processed_transcript 16
ENST00000487519 ENSG00000108064 protein_coding 16
ENST00000487831 ENSG00000112159 processed_transcript 16
ENST00000487863 ENSG00000198482 nonsense_mediated_decay 16
ENST00000488036 ENSG00000162383 processed_transcript 3
ENST00000488977 ENSG00000172794 retained_intron 5
ENST00000489131 ENSG00000177302 processed_transcript 16
ENST00000489544 ENSG00000168066 processed_transcript 16
ENST00000489676 ENSG00000160180 processed_transcript 3
ENST00000489786 ENSG00000086159 retained_intron 2
ENST00000490163 ENSG00000144224 processed_transcript 16
ENST00000490250 ENSG00000197818 processed_transcript 14
ENST00000490487 ENSG00000242802 processed_transcript 2
ENST00000490510 ENSG00000107959 processed_transcript 16
ENST00000490599 ENSG00000130958 processed_transcript 16
ENST00000491089 ENSG00000155561 retained_intron 16
ENST00000491127 ENSG00000174502 retained_intron 4
ENST00000491229 ENSG00000173692 retained_intron 16
ENST00000491415 ENSG00000117597 protein_coding 16
ENST00000491789 ENSG00000136631 processed_transcript 12
ENST00000492037 ENSG00000131771 processed_transcript 4
ENST00000492137 ENSG00000100109 retained_intron 16
ENST00000492979 ENSG00000146700 processed_transcript 3
ENST00000493185 ENSG00000122705 processed_transcript 14
ENST00000493422 ENSG00000244067 protein_coding 3
ENST00000493597 ENSG00000168159 processed_transcript 8
ENST00000493646 ENSG00000055950 processed_transcript 16
ENST00000494390 ENSG00000157680 processed_transcript 2
ENST00000494412 ENSG00000184220 processed_transcript 8
ENST00000494678 ENSG00000204099 retained_intron 1
ENST00000494696 ENSG00000112539 processed_transcript 2
ENST00000494705 ENSG00000055957 retained_intron 1
ENST00000494792 ENSG00000258539 nonsense_mediated_decay 3
ENST00000495083 ENSG00000014641 retained_intron 16
ENST00000495270 ENSG00000136908 processed_transcript 16
ENST00000495469 ENSG00000177917 processed_transcript 14
ENST00000495537 ENSG00000136636 processed_transcript 15
ENST00000495646 ENSG00000088280 protein_coding 15
ENST00000495749 ENSG00000101337 retained_intron 16
ENST00000495759 ENSG00000070061 nonsense_mediated_decay 16
ENST00000496108 ENSG00000183060 processed_transcript 2
ENST00000496435 ENSG00000198074 processed_transcript 2
ENST00000496455 ENSG00000163655 protein_coding 16
ENST00000496543 ENSG00000128699 processed_transcript 15
ENST00000496760 ENSG00000122696 processed_transcript 16
ENST00000497085 ENSG00000165322 processed_transcript 16
ENST00000497198 ENSG00000116703 protein_coding 4
ENST00000497254 ENSG00000156502 processed_transcript 16
ENST00000497404 ENSG00000143119 processed_transcript 15
ENST00000497933 ENSG00000183908 protein_coding 3
ENST00000498165 ENSG00000163590 protein_coding 16
ENST00000498187 ENSG00000136352 protein_coding 2
ENST00000498273 ENSG00000240563 protein_coding 3
ENST00000498385 ENSG00000240972 retained_intron 13
ENST00000498614 ENSG00000142156 processed_transcript 9
ENST00000498663 ENSG00000131795 retained_intron 5
ENST00000498872 ENSG00000245869 protein_coding 3
ENST00000498907 ENSG00000245848 protein_coding 16
ENST00000499247 ENSG00000141232 protein_coding 16
ENST00000499579 ENSG00000248050 protein_coding 5
ENST00000499601 ENSG00000245317 protein_coding 15
ENST00000500093 ENSG00000227908 protein_coding 3
ENST00000500357 ENSG00000196659 protein_coding 4
ENST00000500968 ENSG00000247746 protein_coding 15
ENST00000502271 ENSG00000185305 processed_transcript 16
ENST00000502368 ENSG00000249049 protein_coding 2
ENST00000502798 ENSG00000122012 protein_coding 4
ENST00000502921 ENSG00000040731 processed_transcript 1
ENST00000503252 ENSG00000153395 processed_transcript 13
ENST00000503362 ENSG00000129128 protein_coding 16
ENST00000503590 ENSG00000178726 protein_coding 14
ENST00000503771 ENSG00000249992 protein_coding 14
ENST00000503951 ENSG00000146147 protein_coding 3
ENST00000503970 ENSG00000112893 retained_intron 16
ENST00000503977 ENSG00000178804 protein_coding 1
ENST00000503998 ENSG00000250511 protein_coding 2
ENST00000504087 ENSG00000151458 protein_coding 16
ENST00000504154 ENSG00000145147 protein_coding 14
ENST00000504184 ENSG00000213888 protein_coding 8
ENST00000504320 ENSG00000164265 protein_coding 1
ENST00000504449 ENSG00000248485 protein_coding 12
ENST00000504595 ENSG00000183580 protein_coding 15
ENST00000504686 ENSG00000250254 protein_coding 2
ENST00000504691 ENSG00000145730 protein_coding 15
ENST00000504906 ENSG00000250699 protein_coding 3
ENST00000505041 ENSG00000128045 processed_transcript 5
ENST00000505374 ENSG00000152670 protein_coding 1
ENST00000505642 ENSG00000178722 protein_coding 2
ENST00000505846 ENSG00000145293 nonsense_mediated_decay 4
ENST00000506413 ENSG00000251359 protein_coding 2
ENST00000506538 ENSG00000134987 protein_coding 16
ENST00000506607 ENSG00000249428 protein_coding 6
ENST00000506618 ENSG00000229937 protein_coding 2
ENST00000507359 ENSG00000183775 protein_coding 4
ENST00000507606 ENSG00000243317 protein_coding 16
ENST00000507699 ENSG00000129116 retained_intron 14
ENST00000507747 ENSG00000249141 protein_coding 3
ENST00000507777 ENSG00000184432 protein_coding 16
ENST00000507870 ENSG00000231171 protein_coding 2
ENST00000507917 ENSG00000163281 protein_coding 15
ENST00000508020 ENSG00000251139 protein_coding 11
ENST00000508638 ENSG00000078795 protein_coding 10
ENST00000509199 ENSG00000146054 processed_transcript 2
ENST00000509481 ENSG00000251606 protein_coding 4
ENST00000509570 ENSG00000178980 protein_coding 16
ENST00000509820 ENSG00000129048 nonsense_mediated_decay 1
ENST00000510397 ENSG00000151962 protein_coding 1
ENST00000510585 ENSG00000253251 protein_coding 16
ENST00000510936 ENSG00000126545 protein_coding 1
ENST00000511158 ENSG00000145740 protein_coding 16
ENST00000511493 ENSG00000151806 processed_transcript 9
ENST00000511661 ENSG00000248727 retained_intron 1
ENST00000511828 ENSG00000248713 protein_coding 5
ENST00000511936 ENSG00000250173 protein_coding 2
ENST00000512135 ENSG00000113492 retained_intron 2
ENST00000512175 ENSG00000249693 protein_coding 2
ENST00000512206 ENSG00000172789 processed_transcript 2
ENST00000512294 ENSG00000248801 protein_coding 5
ENST00000512560 ENSG00000177034 protein_coding 16
ENST00000512874 ENSG00000249679 protein_coding 7
ENST00000512905 ENSG00000080819 nonsense_mediated_decay 16
ENST00000513096 ENSG00000164326 processed_transcript 1
ENST00000513163 ENSG00000118564 protein_coding 16
ENST00000513458 ENSG00000153006 protein_coding 16
ENST00000513468 ENSG00000234602 nonsense_mediated_decay 1
ENST00000513761 ENSG00000109572 protein_coding 16
ENST00000513778 ENSG00000163993 processed_transcript 4
ENST00000513876 ENSG00000250486 protein_coding 8
ENST00000514251 ENSG00000177311 protein_coding 16
ENST00000514254 ENSG00000250091 protein_coding 9
ENST00000514387 ENSG00000062194 protein_coding 16
ENST00000514518 ENSG00000164615 protein_coding 16
ENST00000514764 ENSG00000154277 retained_intron 5
ENST00000514988 ENSG00000249852 protein_coding 2
ENST00000515001 ENSG00000153044 protein_coding 2
ENST00000515092 ENSG00000249112 protein_coding 3
ENST00000515291 ENSG00000178776 protein_coding 2
ENST00000515687 ENSG00000168818 retained_intron 13
ENST00000517318 ENSG00000254021 protein_coding 4
ENST00000517349 ENSG00000253457 protein_coding 7
ENST00000517434 ENSG00000253731 protein_coding 14
ENST00000517562 ENSG00000253250 protein_coding 7
ENST00000517663 ENSG00000168333 protein_coding 3
ENST00000517939 ENSG00000147655 protein_coding 2
ENST00000517956 ENSG00000156804 protein_coding 15
ENST00000518069 ENSG00000253485 protein_coding 12
ENST00000518284 ENSG00000145860 processed_transcript 7
ENST00000518325 ENSG00000253537 protein_coding 12
ENST00000518364 ENSG00000082515 processed_transcript 7
ENST00000518520 ENSG00000254019 protein_coding 2
ENST00000518529 ENSG00000229415 protein_coding 2
ENST00000518568 ENSG00000253598 protein_coding 8
ENST00000519032 ENSG00000253782 protein_coding 2
ENST00000519106 ENSG00000253958 protein_coding 13
ENST00000519479 ENSG00000253953 protein_coding 11
ENST00000519656 ENSG00000132294 protein_coding 16
ENST00000519676 ENSG00000174032 protein_coding 7
ENST00000519948 ENSG00000253719 protein_coding 16
ENST00000519953 ENSG00000134028 processed_transcript 2
ENST00000520103 ENSG00000164751 protein_coding 16
ENST00000520164 ENSG00000221818 protein_coding 13
ENST00000520220 ENSG00000254087 protein_coding 16
ENST00000520222 ENSG00000250479 protein_coding 10
ENST00000520249 ENSG00000147606 processed_transcript 3
ENST00000520450 ENSG00000134516 retained_intron 4
ENST00000520486 ENSG00000147419 nonsense_mediated_decay 3
ENST00000520657 ENSG00000187840 processed_transcript 10
ENST00000520790 ENSG00000253305 protein_coding 16
ENST00000521025 ENSG00000253200 protein_coding 16
ENST00000521244 ENSG00000213057 processed_transcript 2
ENST00000521296 ENSG00000176194 processed_transcript 3
ENST00000521320 ENSG00000164609 retained_intron 16
ENST00000521452 ENSG00000253304 protein_coding 11
ENST00000521487 ENSG00000253327 protein_coding 3
ENST00000521608 ENSG00000253819 protein_coding 3
ENST00000521718 ENSG00000253426 protein_coding 1
ENST00000521764 ENSG00000253506 protein_coding 14
ENST00000521776 ENSG00000253797 protein_coding 16
ENST00000521807 ENSG00000173566 protein_coding 2
ENST00000521989 ENSG00000253414 protein_coding 5
ENST00000522111 ENSG00000253368 protein_coding 16
ENST00000522186 ENSG00000253976 protein_coding 3
ENST00000522605 ENSG00000253910 protein_coding 13
ENST00000523081 ENSG00000253133 protein_coding 3
ENST00000523207 ENSG00000182674 protein_coding 2
ENST00000523390 ENSG00000254221 protein_coding 7
ENST00000523505 ENSG00000253276 protein_coding 16
ENST00000523550 ENSG00000254018 protein_coding 2
ENST00000523638 ENSG00000254004 protein_coding 16
ENST00000523862 ENSG00000253105 protein_coding 1
ENST00000523916 ENSG00000164305 protein_coding 13
ENST00000524189 ENSG00000197892 protein_coding 16
ENST00000524218 ENSG00000137648 protein_coding 5
ENST00000524606 ENSG00000129084 processed_transcript 16
ENST00000524717 ENSG00000184384 protein_coding 16
ENST00000524902 ENSG00000149480 protein_coding 16
ENST00000525043 ENSG00000255394 protein_coding 4
ENST00000525376 ENSG00000254533 protein_coding 11
ENST00000525706 ENSG00000254588 protein_coding 2
ENST00000525791 ENSG00000137707 protein_coding 1
ENST00000525842 ENSG00000196323 protein_coding 16
ENST00000525867 ENSG00000255020 protein_coding 4
ENST00000526033 ENSG00000073921 protein_coding 16
ENST00000526049 ENSG00000131871 protein_coding 10
ENST00000526097 ENSG00000136573 protein_coding 2
ENST00000526136 ENSG00000204969 protein_coding 3
ENST00000526216 ENSG00000214290 protein_coding 12
ENST00000526355 ENSG00000152402 protein_coding 14
ENST00000526627 ENSG00000256235 protein_coding 16
ENST00000526629 ENSG00000120458 protein_coding 12
ENST00000526775 ENSG00000198216 protein_coding 2
ENST00000526991 ENSG00000255112 protein_coding 16
ENST00000526995 ENSG00000175104 protein_coding 16
ENST00000527449 ENSG00000119707 retained_intron 16
ENST00000527646 ENSG00000149823 processed_transcript 16
ENST00000527671 ENSG00000255470 protein_coding 9
ENST00000527717 ENSG00000137726 protein_coding 11
ENST00000527879 ENSG00000255150 protein_coding 14
ENST00000527922 ENSG00000254774 protein_coding 2
ENST00000527958 ENSG00000168092 protein_coding 16
ENST00000527971 ENSG00000135372 protein_coding 14
ENST00000528139 ENSG00000255366 protein_coding 9
ENST00000528446 ENSG00000254636 protein_coding 2
ENST00000528572 ENSG00000187479 protein_coding 15
ENST00000528600 ENSG00000198851 protein_coding 4
ENST00000528743 ENSG00000254997 protein_coding 2
ENST00000528794 ENSG00000255085 protein_coding 6
ENST00000528834 ENSG00000137693 processed_transcript 15
ENST00000528835 ENSG00000254979 nonsense_mediated_decay 2
ENST00000528955 ENSG00000166391 TEC 2
ENST00000529036 ENSG00000255038 protein_coding 2
ENST00000529101 ENSG00000118094 protein_coding 3
ENST00000529360 ENSG00000051009 processed_transcript 14
ENST00000529466 ENSG00000255359 retained_intron 1
ENST00000529604 ENSG00000134569 retained_intron 10
ENST00000529707 ENSG00000196559 TEC 14
ENST00000529750 ENSG00000023171 protein_coding 9
ENST00000529771 ENSG00000137513 protein_coding 16
ENST00000530105 ENSG00000186652 retained_intron 4
ENST00000530167 ENSG00000188486 protein_coding 15
ENST00000530223 ENSG00000255164 protein_coding 2
ENST00000530248 ENSG00000255310 protein_coding 14
ENST00000530275 ENSG00000255103 protein_coding 16
ENST00000530287 ENSG00000168070 retained_intron 1
ENST00000530811 ENSG00000110060 protein_coding 16
ENST00000530834 ENSG00000255124 protein_coding 5
ENST00000530998 ENSG00000184937 protein_coding 2
ENST00000531074 ENSG00000254732 nonsense_mediated_decay 14
ENST00000531099 ENSG00000149503 processed_transcript 15
ENST00000531193 ENSG00000254967 protein_coding 1
ENST00000531372 ENSG00000254709 protein_coding 2
ENST00000531380 ENSG00000174804 protein_coding 15
ENST00000531549 ENSG00000254556 protein_coding 2
ENST00000531585 ENSG00000255317 protein_coding 2
ENST00000531602 ENSG00000255468 protein_coding 14
ENST00000531752 ENSG00000134917 retained_intron 3
ENST00000531976 ENSG00000182208 retained_intron 16
ENST00000532073 ENSG00000156738 protein_coding 4
ENST00000532090 ENSG00000254470 protein_coding 16
ENST00000532292 ENSG00000254585 protein_coding 7
ENST00000532414 ENSG00000254726 protein_coding 1
ENST00000532511 ENSG00000220032 protein_coding 3
ENST00000533227 ENSG00000187398 protein_coding 2
ENST00000533322 ENSG00000255354 protein_coding 6
ENST00000533338 ENSG00000168172 protein_coding 16
ENST00000533341 ENSG00000254667 protein_coding 6
ENST00000533473 ENSG00000255423 protein_coding 14
ENST00000533597 ENSG00000075239 retained_intron 15
ENST00000534062 ENSG00000254656 protein_coding 2
ENST00000534150 ENSG00000254528 protein_coding 3
ENST00000534221 ENSG00000178105 processed_transcript 12
ENST00000534423 ENSG00000255216 protein_coding 3
ENST00000534464 ENSG00000148926 protein_coding 9
ENST00000534710 ENSG00000121691 processed_transcript 16
ENST00000534778 ENSG00000182272 nonsense_mediated_decay 2
ENST00000534843 ENSG00000255661 nonsense_mediated_decay 9
ENST00000534901 ENSG00000243587 protein_coding 2
ENST00000534991 ENSG00000256073 protein_coding 16
ENST00000535008 ENSG00000187416 protein_coding 2
ENST00000535109 ENSG00000255692 protein_coding 4
ENST00000535173 ENSG00000198150 protein_coding 14
ENST00000535427 ENSG00000185722 protein_coding 16
ENST00000535549 ENSG00000134954 protein_coding 16
ENST00000535853 ENSG00000205147 protein_coding 2
ENST00000535904 ENSG00000230657 protein_coding 1
ENST00000536061 ENSG00000248835 protein_coding 13
ENST00000536335 ENSG00000125817 protein_coding 16
ENST00000536551 ENSG00000230873 protein_coding 1
